Fecha|Valor
2010-08-08 00:00:00|0.7354166666669971
2010-08-09 00:00:00|1.2200000000007223
2010-08-10 00:00:00|1.0650000000004376
2010-08-11 00:00:00|0.9973684210526316
2010-09-06 00:00:00|0.8988636363636363
2010-09-08 00:00:00|0.604166666666845
2010-09-09 00:00:00|0.6437500000001084
2010-09-10 00:00:00|0.7333333333334877
2010-10-06 00:00:00|0.7565217391304347
2010-10-08 00:00:00|0.9375000000005643
2010-10-09 00:00:00|1.079166666666932
2010-10-10 00:00:00|1.2020833333336252
2010-10-11 00:00:00|1.2369565217391305
2010-11-06 00:00:00|0.6521739130434783
2010-11-08 00:00:00|0.6599999999999444
2010-11-09 00:00:00|0.7395833333337842
2010-11-10 00:00:00|0.6458333333333285
2010-11-11 00:00:00|0.6789473684210526
2015-01-28 00:00:00|1.582598039216502
2015-01-29 00:00:00|1.7670138888894968
2015-01-30 00:00:00|1.4583333333333237
2015-01-31 00:00:00|1.6416666666675637
2015-02-01 00:00:00|1.7590909090913627
2015-02-02 00:00:00|2.0827083333343857
2015-02-03 00:00:00|3.8128787878800985
2015-02-04 00:00:00|3.265909090909091
2015-02-05 00:00:00|1.5755681818188558
2015-02-06 00:00:00|1.2061594202903456
2015-02-07 00:00:00|1.025000000000048
2015-02-08 00:00:00|0.8104166666671321
2015-02-09 00:00:00|0.8604166666672285
2015-02-10 00:00:00|1.0934027777774324
2015-02-11 00:00:00|1.4826388888891098
2015-02-12 00:00:00|1.4434782608697183
2015-02-13 00:00:00|1.5325396825396826
2015-02-14 00:00:00|1.8469202898558439
2015-02-15 00:00:00|1.463541666666875
2015-02-16 00:00:00|1.784722222223194
2015-02-17 00:00:00|1.5886904761914864
2015-02-18 00:00:00|1.2027173913052267
2015-02-19 00:00:00|1.376992753624187
2015-02-20 00:00:00|1.414236111112015
2015-02-21 00:00:00|1.3288043478265947
2015-02-22 00:00:00|1.4708333333331838
2015-02-23 00:00:00|1.5579861111115736
2015-02-24 00:00:00|1.3273550724639722
2015-02-25 00:00:00|1.5680555555560685
2015-02-26 00:00:00|1.5327083333337472
2015-02-27 00:00:00|2.094097222223537
2015-02-28 00:00:00|1.6053030303039628
2015-03-01 00:00:00|1.4155303030314275
2015-03-02 00:00:00|1.3131250000004002
2015-03-03 00:00:00|1.4902173913050203
2015-03-04 00:00:00|1.7836805555561732
2015-03-05 00:00:00|1.62013888888924
2015-03-06 00:00:00|1.5216666666675502
2015-03-07 00:00:00|1.9090277777785214
2015-03-08 00:00:00|2.0650362318847204
2015-03-09 00:00:00|1.8218750000000445
2015-03-10 00:00:00|2.1128472222238286
2015-03-11 00:00:00|1.708333333334616
2015-03-12 00:00:00|1.3638888888887797
2015-03-13 00:00:00|1.537847222222642
2015-03-14 00:00:00|1.1694444444443801
2015-03-15 00:00:00|1.3263888888889772
2015-03-16 00:00:00|1.2715277777783525
2015-03-17 00:00:00|1.1156250000007029
2015-03-18 00:00:00|1.2715277777786225
2015-03-19 00:00:00|0.8940972222229002
2015-03-20 00:00:00|1.018055555556107
2015-03-21 00:00:00|1.1263888888896814
2015-03-22 00:00:00|1.366319444445177
2015-03-23 00:00:00|1.0840277777783862
2015-03-24 00:00:00|1.1093750000004545
2015-03-25 00:00:00|1.2409722222224915
2015-03-26 00:00:00|1.618055555555914
2015-03-27 00:00:00|1.6302083333342265
2015-03-28 00:00:00|1.2572916666668197
2015-03-29 00:00:00|1.1659722222229254
2015-03-30 00:00:00|1.0753472222229363
2015-03-31 00:00:00|1.111805555555222
2015-04-01 00:00:00|1.9465277777784973
2015-04-02 00:00:00|1.4506944444448406
2015-04-03 00:00:00|1.1204861111117135
2015-04-04 00:00:00|1.4190972222224758
2015-04-05 00:00:00|1.3239583333336695
2015-04-06 00:00:00|2.0114583333346197
2015-04-07 00:00:00|2.036111111110941
2015-04-08 00:00:00|1.6819444444441247
2015-04-09 00:00:00|1.957291666666463
2015-04-10 00:00:00|2.0368055555561866
2015-04-11 00:00:00|1.7885416666674059
2015-04-12 00:00:00|1.9135416666676952
2015-04-13 00:00:00|1.5618055555556463
2015-04-14 00:00:00|1.5906250000005002
2015-04-15 00:00:00|1.5048611111118884
2015-04-16 00:00:00|1.2506944444453036
2015-04-17 00:00:00|1.0447916666665737
2015-04-18 00:00:00|1.3583333333329188
2015-04-19 00:00:00|1.626388888888823
2015-04-20 00:00:00|1.5781250000003701
2015-04-21 00:00:00|1.7052083333344872
2015-04-22 00:00:00|1.5409722222229254
2015-04-23 00:00:00|1.6125000000005931
2015-04-24 00:00:00|1.764236111111658
2015-04-25 00:00:00|1.3479166666671851
2015-04-26 00:00:00|2.0250000000013406
2015-04-27 00:00:00|2.0423611111124624
2015-04-28 00:00:00|2.1618055555564952
2015-04-29 00:00:00|1.9767361111119426
2015-04-30 00:00:00|1.548958333334374
2015-05-01 00:00:00|1.076736111111277
2015-05-02 00:00:00|1.318402777778484
2015-05-03 00:00:00|1.3364583333337228
2015-05-04 00:00:00|1.5701388888893268
2015-05-05 00:00:00|1.839930555556576
2015-05-06 00:00:00|1.7003472222226375
2015-05-07 00:00:00|1.9315972222226638
2015-05-08 00:00:00|2.0392361111117254
2015-05-09 00:00:00|1.954513888890553
2015-05-10 00:00:00|2.1319444444447706
2015-05-11 00:00:00|2.2059027777781512
2015-05-12 00:00:00|2.288888888890101
2015-05-13 00:00:00|2.0545138888902637
2015-05-14 00:00:00|1.731250000000123
2015-05-15 00:00:00|1.6350694444452953
2015-05-16 00:00:00|1.787152777779084
2015-05-17 00:00:00|1.6017361111116242
