Fecha|Valor
2010-07-14 00:00:00|1.4054166666669365
2010-07-15 00:00:00|1.5802314814814815
2010-07-16 00:00:00|0.9784722222222222
2010-07-19 00:00:00|1.6790079365089672
2010-07-22 00:00:00|2.4647916666682836
2010-07-26 00:00:00|1.8181372549019608
2010-07-28 00:00:00|1.6105902777788415
2010-07-29 00:00:00|1.21875
2010-08-01 00:00:00|0.9909649122804876
2010-08-04 00:00:00|2.3965686274516966
2010-08-05 00:00:00|2.272916666667918
2010-08-09 00:00:00|2.5089912280709927
2010-08-10 00:00:00|1.9477272727270385
2010-08-11 00:00:00|2.5312500000028755
2010-08-13 00:00:00|2.6966145833362645
2010-08-15 00:00:00|2.1020833333333333
2010-08-16 00:00:00|2.5575833333333335
2010-08-20 00:00:00|1.8744791666684453
2010-08-21 00:00:00|2.4065277777791896
2010-08-22 00:00:00|1.872569444445917
2010-08-23 00:00:00|1.4821969696971682
2010-08-24 00:00:00|1.3748750000007521
2010-08-26 00:00:00|1.5070075757575758
2010-08-28 00:00:00|1.557986111111458
2010-08-29 00:00:00|1.793939393940449
2010-08-30 00:00:00|1.6557017543871184
2010-08-31 00:00:00|1.9412280701754385
2010-09-02 00:00:00|1.565719696969697
2010-09-04 00:00:00|1.973958333335632
2010-09-05 00:00:00|1.886111111111977
2010-09-09 00:00:00|1.6369791666674107
2010-09-10 00:00:00|1.621006944444758
2010-09-12 00:00:00|2.028802083334917
2010-09-13 00:00:00|1.5159722222229353
2010-09-14 00:00:00|1.8100694444453338
2010-09-15 00:00:00|1.6034722222227085
2010-09-16 00:00:00|1.5569444444453397
2010-09-17 00:00:00|1.6656250000008863
2010-09-18 00:00:00|1.7336805555561636
2010-09-19 00:00:00|1.271376811595074
2010-09-20 00:00:00|0.9650000000005996
2010-09-21 00:00:00|0.9689393939393336
2010-09-22 00:00:00|1.5439473684210527
2010-09-25 00:00:00|1.5469583333341972
2010-09-26 00:00:00|1.6163541666666668
2010-09-27 00:00:00|1.50265625
2010-09-28 00:00:00|0.9836764705881951
2010-10-05 00:00:00|1.2970634920645066
2010-10-07 00:00:00|2.0794117647058825
2010-10-09 00:00:00|1.9703125000022632
2010-10-10 00:00:00|2.355882352942153
2010-10-11 00:00:00|2.549019607845913
2010-10-12 00:00:00|1.6884583333333334
2010-10-13 00:00:00|1.871078431374163
2010-10-27 00:00:00|1.2460784313735773
2010-11-10 00:00:00|1.32125
2010-12-01 00:00:00|0.9640151515156321
2010-12-02 00:00:00|1.2747549019607842
2010-12-05 00:00:00|1.6669444444444443
2010-12-20 00:00:00|1.4866666666674815
2010-12-22 00:00:00|1.6114814814827336
2010-12-23 00:00:00|1.496759259260427
2010-12-24 00:00:00|1.5187254901960785
2010-12-27 00:00:00|1.7169117647079526
2010-12-28 00:00:00|1.8429687499983964
2010-12-29 00:00:00|2.372569444446274
2010-12-30 00:00:00|1.7937500000008415
2010-12-31 00:00:00|2.1553240740750597
2011-01-01 00:00:00|1.9718137254901962
2011-01-03 00:00:00|1.255555555556593
2011-01-04 00:00:00|1.0251893939401833
2011-01-05 00:00:00|1.6424242424256008
2011-01-06 00:00:00|1.6464912280701753
2011-01-08 00:00:00|1.372458333333059
2011-01-10 00:00:00|1.7756944444448022
2011-01-11 00:00:00|1.6190972222235174
2011-01-12 00:00:00|1.8079166666682867
2011-01-13 00:00:00|1.8491666666685174
2011-01-14 00:00:00|1.8337500000013316
2011-01-15 00:00:00|1.652777777779082
2011-01-17 00:00:00|1.6764492753636693
2011-01-18 00:00:00|1.9371014492761318
2011-01-19 00:00:00|2.0570833333340723
2011-01-20 00:00:00|2.3916666666683883
2011-01-21 00:00:00|1.9606060606074944
2011-01-22 00:00:00|1.7966666666677094
2011-01-23 00:00:00|2.326041666668361
2011-01-24 00:00:00|1.6614583333343786
2011-01-25 00:00:00|1.7897727272737454
2011-01-26 00:00:00|1.6020833333344515
2011-01-27 00:00:00|1.415942028986513
2011-01-28 00:00:00|1.7414772727278196
2011-01-29 00:00:00|1.5673611111120087
2011-01-30 00:00:00|2.0418750000015775
2011-02-01 00:00:00|2.481862745100474
2011-02-02 00:00:00|2.5631944444466686
2011-02-03 00:00:00|1.8710526315802818
2011-02-04 00:00:00|1.8553240740753296
2011-02-05 00:00:00|1.7631944444454821
2011-02-06 00:00:00|1.7673611111108998
2011-02-07 00:00:00|1.595486111111212
2011-02-08 00:00:00|1.647619047617865
2011-02-09 00:00:00|1.3409649122807017
2011-02-12 00:00:00|1.6314035087719299
2011-02-17 00:00:00|1.5277777777777777
2011-02-23 00:00:00|1.8648245614035088
2011-02-25 00:00:00|1.172537878788549
2011-02-26 00:00:00|1.4223809523806292
2011-02-27 00:00:00|1.3201388888895775
2011-02-28 00:00:00|1.4710144927535178
2011-03-01 00:00:00|2.051704545455768
2011-03-02 00:00:00|1.3407894736850499
2011-03-03 00:00:00|1.65875
2011-03-04 00:00:00|1.135092592593457
2011-03-05 00:00:00|1.3812500000011338
2011-03-06 00:00:00|1.0926388888894047
2011-03-07 00:00:00|0.9890151515156111
2011-03-08 00:00:00|1.2148809523815343
2011-03-09 00:00:00|1.5217592592582128
2012-02-01 00:00:00|1.4162698412707446
2012-02-03 00:00:00|2.3557291666681666
2012-02-04 00:00:00|2.1752192982476246
2012-02-11 00:00:00|1.8691666666666666
2012-02-20 00:00:00|1.6570416666681465
2012-02-21 00:00:00|1.743529411766506
2012-02-22 00:00:00|1.5227941176485122
2012-02-23 00:00:00|1.9507352941196772
2012-02-24 00:00:00|2.052717391305086
